run_id,master_seed,instance_hash,farmer_id,plot_id,region_season,planned_crop,planned_cash_return,response,p_accept,response_draw,response_subseed,acceptance_provenance,realised_crop,realised_cash_return,status
p1_dev,20260812,5ea24037c2d9cb6a,F0015,F0015-P02,R2:kharif,soybean,935.0,ACCEPT,0.924,0.260546,1120031581,SYNTHETIC_EXPERIMENTAL,soybean,935.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0017,F0017-P02,R5:kharif,onion,305486.0,ACCEPT,0.8,0.038356,1120031581,SYNTHETIC_EXPERIMENTAL,onion,305486.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0017,F0017-P03,R5:kharif,onion,460890.0,REJECT,0.8,0.842936,1120031581,SYNTHETIC_EXPERIMENTAL,FALLOW_UNALLOCATED,0.0,REJECTED_FALLOW
p1_dev,20260812,5ea24037c2d9cb6a,F0017,F0017-P05,R5:kharif,onion,425966.0,ACCEPT,0.8,0.603733,1120031581,SYNTHETIC_EXPERIMENTAL,onion,425966.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0018,F0018-P02,R5:kharif,onion,22720.0,ACCEPT,0.804,0.671025,1120031581,SYNTHETIC_EXPERIMENTAL,onion,22720.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0019,F0019-P01,R3:kharif,rice,5030.0,ACCEPT,0.798,0.451167,1120031581,SYNTHETIC_EXPERIMENTAL,rice,5030.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0020,F0020-P01,R5:kharif,sorghum,26958.0,ACCEPT,0.902,0.847512,1120031581,SYNTHETIC_EXPERIMENTAL,sorghum,26958.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0020,F0020-P02,R5:kharif,sorghum,8504.0,ACCEPT,0.902,0.345495,1120031581,SYNTHETIC_EXPERIMENTAL,sorghum,8504.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0025,F0025-P01,R5:kharif,maize,1042.0,REJECT,0.83,0.868932,1120031581,SYNTHETIC_EXPERIMENTAL,FALLOW_UNALLOCATED,0.0,REJECTED_FALLOW
p1_dev,20260812,5ea24037c2d9cb6a,F0027,F0027-P01,R1:kharif,maize,80577.0,ACCEPT,0.844,0.289259,1120031581,SYNTHETIC_EXPERIMENTAL,maize,80577.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0027,F0027-P03,R1:kharif,maize,25704.0,ACCEPT,0.844,0.332242,1120031581,SYNTHETIC_EXPERIMENTAL,maize,25704.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0030,F0030-P01,R1:kharif,maize,18019.0,REJECT,0.778,0.881962,1120031581,SYNTHETIC_EXPERIMENTAL,FALLOW_UNALLOCATED,0.0,REJECTED_FALLOW
p1_dev,20260812,5ea24037c2d9cb6a,F0030,F0030-P02,R1:kharif,maize,8764.0,ACCEPT,0.778,0.763588,1120031581,SYNTHETIC_EXPERIMENTAL,maize,8764.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0031,F0031-P01,R5:kharif,sorghum,5124.0,ACCEPT,0.848,0.377558,1120031581,SYNTHETIC_EXPERIMENTAL,sorghum,5124.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0031,F0031-P02,R5:kharif,maize,9754.0,REJECT,0.848,0.987996,1120031581,SYNTHETIC_EXPERIMENTAL,FALLOW_UNALLOCATED,0.0,REJECTED_FALLOW
p1_dev,20260812,5ea24037c2d9cb6a,F0031,F0031-P03,R5:kharif,maize,15822.0,ACCEPT,0.848,0.827233,1120031581,SYNTHETIC_EXPERIMENTAL,maize,15822.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0033,F0033-P01,R1:kharif,maize,7391.0,ACCEPT,0.772,0.661458,1120031581,SYNTHETIC_EXPERIMENTAL,maize,7391.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0035,F0035-P01,R3:kharif,rice,2824.0,ACCEPT,0.882,0.339444,1120031581,SYNTHETIC_EXPERIMENTAL,rice,2824.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0035,F0035-P02,R3:kharif,rice,1670.0,ACCEPT,0.882,0.259812,1120031581,SYNTHETIC_EXPERIMENTAL,rice,1670.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0037,F0037-P01,R3:kharif,rice,2468.0,ACCEPT,0.914,0.023935,1120031581,SYNTHETIC_EXPERIMENTAL,rice,2468.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0038,F0038-P01,R5:kharif,pigeon_pea,29573.0,ACCEPT,0.874,0.715331,1120031581,SYNTHETIC_EXPERIMENTAL,pigeon_pea,29573.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0038,F0038-P02,R5:kharif,onion,407791.0,ACCEPT,0.874,0.814764,1120031581,SYNTHETIC_EXPERIMENTAL,onion,407791.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0039,F0039-P01,R1:kharif,maize,16416.0,ACCEPT,0.776,0.380714,1120031581,SYNTHETIC_EXPERIMENTAL,maize,16416.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0040,F0040-P03,R2:kharif,soybean,11244.0,ACCEPT,0.908,0.465485,1120031581,SYNTHETIC_EXPERIMENTAL,soybean,11244.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0041,F0041-P01,R4:kharif,groundnut,2645.0,ACCEPT,0.78,0.1642,1120031581,SYNTHETIC_EXPERIMENTAL,groundnut,2645.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0042,F0042-P01,R1:kharif,maize,10301.0,ACCEPT,0.808,0.155353,1120031581,SYNTHETIC_EXPERIMENTAL,maize,10301.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0043,F0043-P01,R2:kharif,onion,20084.0,ACCEPT,0.81,0.574832,1120031581,SYNTHETIC_EXPERIMENTAL,onion,20084.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0045,F0045-P01,R2:kharif,soybean,1869.0,ACCEPT,0.908,0.213852,1120031581,SYNTHETIC_EXPERIMENTAL,soybean,1869.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0047,F0047-P02,R1:kharif,maize,7031.0,ACCEPT,0.882,0.120115,1120031581,SYNTHETIC_EXPERIMENTAL,maize,7031.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0048,F0048-P01,R3:kharif,rice,309.0,ACCEPT,0.828,0.385166,1120031581,SYNTHETIC_EXPERIMENTAL,rice,309.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0049,F0049-P01,R2:kharif,soybean,5671.0,ACCEPT,0.892,0.753491,1120031581,SYNTHETIC_EXPERIMENTAL,soybean,5671.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0050,F0050-P01,R5:kharif,maize,15785.0,ACCEPT,0.8,0.467826,1120031581,SYNTHETIC_EXPERIMENTAL,maize,15785.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0050,F0050-P02,R5:kharif,maize,968.0,ACCEPT,0.8,0.021541,1120031581,SYNTHETIC_EXPERIMENTAL,maize,968.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0050,F0050-P03,R5:kharif,onion,22460.0,ACCEPT,0.8,0.21058,1120031581,SYNTHETIC_EXPERIMENTAL,onion,22460.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0051,F0051-P01,R5:kharif,sorghum,10610.0,REJECT,0.774,0.976637,1120031581,SYNTHETIC_EXPERIMENTAL,FALLOW_UNALLOCATED,0.0,REJECTED_FALLOW
p1_dev,20260812,5ea24037c2d9cb6a,F0055,F0055-P01,R5:kharif,sorghum,6476.0,ACCEPT,0.914,0.450787,1120031581,SYNTHETIC_EXPERIMENTAL,sorghum,6476.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0056,F0056-P02,R3:kharif,rice,584.0,ACCEPT,0.92,0.482989,1120031581,SYNTHETIC_EXPERIMENTAL,rice,584.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0062,F0062-P01,R5:kharif,sorghum,9400.0,ACCEPT,0.826,0.778933,1120031581,SYNTHETIC_EXPERIMENTAL,sorghum,9400.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0064,F0064-P01,R3:kharif,rice,7043.0,ACCEPT,0.866,0.750684,1120031581,SYNTHETIC_EXPERIMENTAL,rice,7043.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0064,F0064-P02,R3:kharif,rice,13435.0,ACCEPT,0.866,0.423098,1120031581,SYNTHETIC_EXPERIMENTAL,rice,13435.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0066,F0066-P01,R3:kharif,rice,3012.0,ACCEPT,0.888,0.475575,1120031581,SYNTHETIC_EXPERIMENTAL,rice,3012.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0068,F0068-P01,R5:kharif,onion,96333.0,ACCEPT,0.92,0.673302,1120031581,SYNTHETIC_EXPERIMENTAL,onion,96333.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0068,F0068-P02,R5:kharif,sorghum,11349.0,ACCEPT,0.92,0.532817,1120031581,SYNTHETIC_EXPERIMENTAL,sorghum,11349.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0068,F0068-P03,R5:kharif,onion,16229.0,ACCEPT,0.92,0.395738,1120031581,SYNTHETIC_EXPERIMENTAL,onion,16229.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0070,F0070-P01,R5:kharif,maize,15971.0,ACCEPT,0.91,0.440708,1120031581,SYNTHETIC_EXPERIMENTAL,maize,15971.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0071,F0071-P01,R1:kharif,maize,53435.0,ACCEPT,0.834,0.327306,1120031581,SYNTHETIC_EXPERIMENTAL,maize,53435.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0072,F0072-P02,R5:kharif,maize,3928.0,ACCEPT,0.92,0.173075,1120031581,SYNTHETIC_EXPERIMENTAL,maize,3928.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0074,F0074-P01,R3:kharif,rice,624.0,ACCEPT,0.856,0.699261,1120031581,SYNTHETIC_EXPERIMENTAL,rice,624.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0074,F0074-P02,R3:kharif,rice,12475.0,ACCEPT,0.856,0.112257,1120031581,SYNTHETIC_EXPERIMENTAL,rice,12475.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0077,F0077-P01,R1:kharif,maize,3859.0,ACCEPT,0.894,0.403467,1120031581,SYNTHETIC_EXPERIMENTAL,maize,3859.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0078,F0078-P01,R5:kharif,maize,22877.0,ACCEPT,0.928,0.201187,1120031581,SYNTHETIC_EXPERIMENTAL,maize,22877.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0078,F0078-P02,R5:kharif,maize,16827.0,ACCEPT,0.928,0.093999,1120031581,SYNTHETIC_EXPERIMENTAL,maize,16827.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0078,F0078-P03,R5:kharif,maize,66638.0,ACCEPT,0.928,0.411819,1120031581,SYNTHETIC_EXPERIMENTAL,maize,66638.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0079,F0079-P02,R5:kharif,onion,58812.0,ACCEPT,0.804,0.671395,1120031581,SYNTHETIC_EXPERIMENTAL,onion,58812.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0080,F0080-P01,R2:kharif,onion,12170.0,ACCEPT,0.81,0.300885,1120031581,SYNTHETIC_EXPERIMENTAL,onion,12170.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0080,F0080-P02,R2:kharif,soybean,10436.0,ACCEPT,0.81,0.093907,1120031581,SYNTHETIC_EXPERIMENTAL,soybean,10436.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0082,F0082-P01,R5:kharif,pigeon_pea,7687.0,ACCEPT,0.806,0.512417,1120031581,SYNTHETIC_EXPERIMENTAL,pigeon_pea,7687.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0082,F0082-P02,R5:kharif,maize,4560.0,ACCEPT,0.806,0.130518,1120031581,SYNTHETIC_EXPERIMENTAL,maize,4560.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0083,F0083-P01,R3:kharif,rice,4749.0,ACCEPT,0.786,0.687565,1120031581,SYNTHETIC_EXPERIMENTAL,rice,4749.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0084,F0084-P01,R1:kharif,maize,56476.0,ACCEPT,0.93,0.77014,1120031581,SYNTHETIC_EXPERIMENTAL,maize,56476.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0084,F0084-P02,R1:kharif,maize,88033.0,ACCEPT,0.93,0.626283,1120031581,SYNTHETIC_EXPERIMENTAL,maize,88033.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0085,F0085-P01,R3:kharif,groundnut,74239.0,REJECT,0.898,0.925296,1120031581,SYNTHETIC_EXPERIMENTAL,FALLOW_UNALLOCATED,0.0,REJECTED_FALLOW
p1_dev,20260812,5ea24037c2d9cb6a,F0086,F0086-P02,R1:kharif,maize,6737.0,ACCEPT,0.924,0.146574,1120031581,SYNTHETIC_EXPERIMENTAL,maize,6737.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0089,F0089-P01,R1:kharif,maize,10595.0,ACCEPT,0.814,0.51137,1120031581,SYNTHETIC_EXPERIMENTAL,maize,10595.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0090,F0090-P01,R3:kharif,rice,1134.0,ACCEPT,0.9,0.269099,1120031581,SYNTHETIC_EXPERIMENTAL,rice,1134.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0090,F0090-P02,R3:kharif,rice,22328.0,ACCEPT,0.9,0.06691,1120031581,SYNTHETIC_EXPERIMENTAL,rice,22328.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0091,F0091-P01,R2:kharif,soybean,3404.0,ACCEPT,0.83,0.20058,1120031581,SYNTHETIC_EXPERIMENTAL,soybean,3404.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0092,F0092-P02,R3:kharif,rice,13408.0,ACCEPT,0.878,0.022683,1120031581,SYNTHETIC_EXPERIMENTAL,rice,13408.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0093,F0093-P01,R1:kharif,maize,21191.0,ACCEPT,0.81,0.273872,1120031581,SYNTHETIC_EXPERIMENTAL,maize,21191.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0094,F0094-P01,R3:kharif,rice,7546.0,ACCEPT,0.872,0.622613,1120031581,SYNTHETIC_EXPERIMENTAL,rice,7546.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0097,F0097-P02,R2:kharif,soybean,29267.0,REJECT,0.858,0.90666,1120031581,SYNTHETIC_EXPERIMENTAL,FALLOW_UNALLOCATED,0.0,REJECTED_FALLOW
p1_dev,20260812,5ea24037c2d9cb6a,F0102,F0102-P01,R3:kharif,rice,423.0,ACCEPT,0.926,0.871638,1120031581,SYNTHETIC_EXPERIMENTAL,rice,423.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0103,F0103-P01,R5:kharif,maize,17032.0,REJECT,0.856,0.92753,1120031581,SYNTHETIC_EXPERIMENTAL,FALLOW_UNALLOCATED,0.0,REJECTED_FALLOW
p1_dev,20260812,5ea24037c2d9cb6a,F0105,F0105-P04,R2:kharif,soybean,14354.0,ACCEPT,0.788,0.201083,1120031581,SYNTHETIC_EXPERIMENTAL,soybean,14354.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0106,F0106-P01,R5:kharif,onion,76079.0,ACCEPT,0.858,0.773292,1120031581,SYNTHETIC_EXPERIMENTAL,onion,76079.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0107,F0107-P02,R1:kharif,maize,21518.0,ACCEPT,0.9,0.34884,1120031581,SYNTHETIC_EXPERIMENTAL,maize,21518.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0108,F0108-P01,R3:kharif,rice,5098.0,ACCEPT,0.78,0.099425,1120031581,SYNTHETIC_EXPERIMENTAL,rice,5098.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0108,F0108-P03,R3:kharif,rice,10423.0,ACCEPT,0.78,0.376231,1120031581,SYNTHETIC_EXPERIMENTAL,rice,10423.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0109,F0109-P02,R1:kharif,maize,20471.0,ACCEPT,0.814,0.572943,1120031581,SYNTHETIC_EXPERIMENTAL,maize,20471.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0110,F0110-P01,R5:kharif,sorghum,21425.0,REJECT,0.888,0.896569,1120031581,SYNTHETIC_EXPERIMENTAL,FALLOW_UNALLOCATED,0.0,REJECTED_FALLOW
p1_dev,20260812,5ea24037c2d9cb6a,F0110,F0110-P02,R5:kharif,sorghum,3160.0,ACCEPT,0.888,0.669925,1120031581,SYNTHETIC_EXPERIMENTAL,sorghum,3160.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0110,F0110-P03,R5:kharif,sorghum,2908.0,ACCEPT,0.888,0.400803,1120031581,SYNTHETIC_EXPERIMENTAL,sorghum,2908.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0111,F0111-P02,R1:kharif,maize,21452.0,REJECT,0.904,0.960544,1120031581,SYNTHETIC_EXPERIMENTAL,FALLOW_UNALLOCATED,0.0,REJECTED_FALLOW
p1_dev,20260812,5ea24037c2d9cb6a,F0114,F0114-P01,R1:kharif,maize,19098.0,ACCEPT,0.814,0.761048,1120031581,SYNTHETIC_EXPERIMENTAL,maize,19098.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0115,F0115-P02,R1:kharif,maize,32865.0,ACCEPT,0.886,0.326754,1120031581,SYNTHETIC_EXPERIMENTAL,maize,32865.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0115,F0115-P03,R1:kharif,maize,56836.0,ACCEPT,0.886,0.500252,1120031581,SYNTHETIC_EXPERIMENTAL,maize,56836.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0116,F0116-P02,R3:kharif,rice,4708.0,ACCEPT,0.882,0.514585,1120031581,SYNTHETIC_EXPERIMENTAL,rice,4708.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0117,F0117-P02,R3:kharif,rice,10463.0,ACCEPT,0.812,0.181626,1120031581,SYNTHETIC_EXPERIMENTAL,rice,10463.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0119,F0119-P01,R2:kharif,soybean,1719.0,ACCEPT,0.894,0.642362,1120031581,SYNTHETIC_EXPERIMENTAL,soybean,1719.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0120,F0120-P01,R3:kharif,rice,1603.0,REJECT,0.792,0.900224,1120031581,SYNTHETIC_EXPERIMENTAL,FALLOW_UNALLOCATED,0.0,REJECTED_FALLOW
p1_dev,20260812,5ea24037c2d9cb6a,F0121,F0121-P01,R2:kharif,soybean,5302.0,ACCEPT,0.882,0.645532,1120031581,SYNTHETIC_EXPERIMENTAL,soybean,5302.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0122,F0122-P01,R1:kharif,maize,9058.0,ACCEPT,0.878,0.75175,1120031581,SYNTHETIC_EXPERIMENTAL,maize,9058.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0123,F0123-P01,R5:kharif,sorghum,15515.0,ACCEPT,0.798,0.040403,1120031581,SYNTHETIC_EXPERIMENTAL,sorghum,15515.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0126,F0126-P01,R5:kharif,maize,35367.0,ACCEPT,0.832,0.332473,1120031581,SYNTHETIC_EXPERIMENTAL,maize,35367.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0126,F0126-P02,R5:kharif,maize,103289.0,ACCEPT,0.832,0.632695,1120031581,SYNTHETIC_EXPERIMENTAL,maize,103289.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0127,F0127-P01,R5:kharif,sorghum,5737.0,ACCEPT,0.92,0.472833,1120031581,SYNTHETIC_EXPERIMENTAL,sorghum,5737.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0128,F0128-P01,R3:kharif,rice,1764.0,ACCEPT,0.828,0.278812,1120031581,SYNTHETIC_EXPERIMENTAL,rice,1764.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0128,F0128-P02,R3:kharif,rice,16540.0,ACCEPT,0.828,0.805025,1120031581,SYNTHETIC_EXPERIMENTAL,rice,16540.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0128,F0128-P03,R3:kharif,rice,1871.0,ACCEPT,0.828,0.613377,1120031581,SYNTHETIC_EXPERIMENTAL,rice,1871.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0129,F0129-P01,R5:kharif,onion,55826.0,ACCEPT,0.814,0.597126,1120031581,SYNTHETIC_EXPERIMENTAL,onion,55826.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0129,F0129-P02,R5:kharif,pigeon_pea,52243.0,ACCEPT,0.814,0.703305,1120031581,SYNTHETIC_EXPERIMENTAL,pigeon_pea,52243.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0130,F0130-P01,R1:kharif,maize,7358.0,ACCEPT,0.802,0.302657,1120031581,SYNTHETIC_EXPERIMENTAL,maize,7358.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0131,F0131-P01,R3:kharif,rice,268.0,ACCEPT,0.846,0.054752,1120031581,SYNTHETIC_EXPERIMENTAL,rice,268.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0131,F0131-P02,R3:kharif,rice,5178.0,ACCEPT,0.846,0.134304,1120031581,SYNTHETIC_EXPERIMENTAL,rice,5178.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0133,F0133-P01,R2:kharif,onion,23444.0,REJECT,0.906,0.92876,1120031581,SYNTHETIC_EXPERIMENTAL,FALLOW_UNALLOCATED,0.0,REJECTED_FALLOW
p1_dev,20260812,5ea24037c2d9cb6a,F0134,F0134-P01,R3:kharif,rice,6191.0,REJECT,0.926,0.993042,1120031581,SYNTHETIC_EXPERIMENTAL,FALLOW_UNALLOCATED,0.0,REJECTED_FALLOW
p1_dev,20260812,5ea24037c2d9cb6a,F0135,F0135-P01,R3:kharif,groundnut,25772.0,ACCEPT,0.788,0.389412,1120031581,SYNTHETIC_EXPERIMENTAL,groundnut,25772.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0136,F0136-P02,R1:kharif,maize,1799.0,ACCEPT,0.832,0.327423,1120031581,SYNTHETIC_EXPERIMENTAL,maize,1799.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0138,F0138-P02,R3:kharif,rice,4863.0,ACCEPT,0.876,0.330775,1120031581,SYNTHETIC_EXPERIMENTAL,rice,4863.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0138,F0138-P03,R3:kharif,groundnut,645030.0,ACCEPT,0.876,0.25413,1120031581,SYNTHETIC_EXPERIMENTAL,groundnut,645030.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0139,F0139-P02,R1:kharif,maize,8895.0,ACCEPT,0.876,0.014966,1120031581,SYNTHETIC_EXPERIMENTAL,maize,8895.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0141,F0141-P02,R5:kharif,sorghum,1933.0,ACCEPT,0.798,0.166028,1120031581,SYNTHETIC_EXPERIMENTAL,sorghum,1933.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0142,F0142-P01,R5:kharif,maize,16566.0,ACCEPT,0.812,0.404784,1120031581,SYNTHETIC_EXPERIMENTAL,maize,16566.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0145,F0145-P01,R5:kharif,sorghum,1383.0,ACCEPT,0.788,0.230477,1120031581,SYNTHETIC_EXPERIMENTAL,sorghum,1383.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0145,F0145-P02,R5:kharif,sorghum,13125.0,ACCEPT,0.788,0.203595,1120031581,SYNTHETIC_EXPERIMENTAL,sorghum,13125.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0146,F0146-P01,R1:kharif,maize,1537.0,ACCEPT,0.9,0.361578,1120031581,SYNTHETIC_EXPERIMENTAL,maize,1537.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0147,F0147-P02,R5:kharif,onion,31029.0,ACCEPT,0.824,0.568684,1120031581,SYNTHETIC_EXPERIMENTAL,onion,31029.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0148,F0148-P01,R3:kharif,groundnut,324530.0,ACCEPT,0.814,0.694684,1120031581,SYNTHETIC_EXPERIMENTAL,groundnut,324530.0,REALISED
p1_dev,20260812,5ea24037c2d9cb6a,F0149,F0149-P01,R1:kharif,maize,30282.0,ACCEPT,0.82,0.682309,1120031581,SYNTHETIC_EXPERIMENTAL,maize,30282.0,REALISED
