crop_id,region_id,season,duration_days,crop_water_requirement_mm,expected_yield_kg_ha,cultivation_cost_per_ha,price_per_kg,labour_pd_per_ha,market_absorption_proxy,drought_sensitivity,heat_sensitivity,waterlogging_sensitivity
C03,R5,kharif,125,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C03,R5,rabi,125,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C04,R1,kharif,130,625.4,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C04,R1,rabi,130,413.6,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C04,R2,kharif,130,628.5,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C04,R2,rabi,130,432.8,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C04,R3,kharif,130,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C04,R3,rabi,130,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C04,R4,kharif,130,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C04,R4,rabi,130,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C04,R5,kharif,130,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C04,R5,rabi,130,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C05,R1,kharif,105,477.4,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C05,R2,kharif,105,479.7,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C05,R3,kharif,105,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C05,R4,kharif,105,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C05,R5,kharif,105,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C06,R1,rabi,150,475.6,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C06,R2,rabi,150,497.6,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C06,R3,rabi,150,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C06,R4,rabi,150,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C06,R5,rabi,150,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C07,R1,kharif,180,976.5,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C07,R2,kharif,180,981.2,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C07,R3,kharif,180,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C07,R4,kharif,180,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C07,R5,kharif,180,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C08,R1,kharif,130,686.7,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C08,R2,kharif,130,690.0,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C08,R3,kharif,130,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C08,R4,kharif,130,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C08,R5,kharif,130,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C09,R1,kharif,137,759.0,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C09,R2,kharif,137,762.7,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C09,R3,kharif,137,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C09,R4,kharif,137,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C09,R5,kharif,137,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C10,R1,rabi,130,417.2,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C10,R2,rabi,130,436.5,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C10,R3,rabi,130,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C10,R4,rabi,130,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C10,R5,rabi,130,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C11,R1,kharif,195,1044.7,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C11,R2,kharif,195,1049.8,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C11,R3,kharif,195,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C11,R4,kharif,195,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C11,R5,kharif,195,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C12,R1,rabi,130,481.7,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C12,R2,rabi,130,504.1,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C12,R3,rabi,130,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C12,R4,rabi,130,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C12,R5,rabi,130,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C13,R1,kharif,150,879.6,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C13,R1,rabi,150,581.7,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C13,R2,kharif,150,883.9,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C13,R2,rabi,150,608.6,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C13,R3,kharif,150,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C13,R3,rabi,150,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C13,R4,kharif,150,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C13,R4,rabi,150,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C13,R5,kharif,150,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C13,R5,rabi,150,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C14,R1,kharif,135,764.9,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C14,R1,rabi,135,505.8,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C14,R2,kharif,135,768.6,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C14,R2,rabi,135,529.3,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C14,R3,kharif,135,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C14,R3,rabi,135,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C14,R4,kharif,135,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C14,R4,rabi,135,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C14,R5,kharif,135,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
C14,R5,rabi,135,,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING,REQUIRES_SOURCING
