farmer_id,plot_id,crop,area_ha,net_return_c2,budget_cost_a2fl,labour_pd
F0200,F0200-P02,pigeon_pea,0.365,9908.0,11455.0,11.3
F0370,F0370-P01,maize,0.764,300.0,36560.0,40.5
F0379,F0379-P02,pigeon_pea,0.353,9582.0,11079.0,10.9
F0492,F0492-P02,maize,0.742,292.0,35507.0,39.3
F0280,F0280-P02,maize,0.735,289.0,35172.0,39.0
F0152,F0152-P03,soybean,2.36,-24589.0,126772.0,131.2
F0398,F0398-P03,maize,0.727,286.0,34789.0,38.5
F0064,F0064-P02,rice,2.003,-24316.0,111787.0,160.0
F0092,F0092-P02,rice,1.999,-24267.0,111564.0,159.7
F0145,F0145-P02,sorghum,0.835,4539.0,26412.0,43.4
F0328,F0328-P04,soybean,2.257,-23515.0,121239.0,125.5
F0013,F0013-P01,maize,0.682,268.0,32636.0,36.1
F0254,F0254-P01,pigeon_pea,0.322,8740.0,10106.0,10.0
F0051,F0051-P01,maize,0.675,265.0,32301.0,35.8
F0074,F0074-P02,rice,1.86,-22580.0,103807.0,148.6
F0431,F0431-P01,maize,0.374,6457.0,23425.0,20.9
F0080,F0080-P01,onion,0.163,4081.0,26031.0,28.0
F0159,F0159-P01,rice,1.784,-21657.0,99565.0,142.5
F0004,F0004-P02,maize,0.364,6284.0,22799.0,20.4
F0491,F0491-P01,maize,0.629,247.0,30100.0,33.3
F0433,F0433-P01,maize,0.621,244.0,29717.0,32.9
F0145,F0145-P01,onion,0.088,9358.0,6202.0,9.5
F0068,F0068-P02,sorghum,0.722,3925.0,22838.0,37.5
F0300,F0300-P02,maize,0.347,5991.0,21734.0,19.4
F0040,F0040-P03,soybean,1.949,-20306.0,104694.0,108.4
F0400,F0400-P02,rice,1.651,-20043.0,92142.0,131.9
F0234,F0234-P02,maize,0.588,231.0,28138.0,31.2
F0367,F0367-P01,pigeon_pea,0.276,7492.0,8662.0,8.6
F0317,F0317-P01,soybean,1.849,-19265.0,99323.0,102.8
F0089,F0089-P01,maize,0.324,5594.0,20294.0,18.1
F0375,F0375-P03,maize,0.322,5559.0,20168.0,18.0
F0117,F0117-P02,rice,1.56,-18938.0,87064.0,124.6
F0080,F0080-P02,soybean,1.809,-18848.0,97174.0,100.6
F0108,F0108-P03,rice,1.554,-18865.0,86729.0,124.2
F0219,F0219-P01,maize,0.555,218.0,26558.0,29.4
F0042,F0042-P01,maize,0.315,5438.0,19730.0,17.6
F0195,F0195-P01,soybean,1.775,-18494.0,95348.0,98.7
F0020,F0020-P02,maize,0.541,213.0,25888.0,28.7
F0220,F0220-P02,maize,0.538,211.0,25745.0,28.5
F0339,F0339-P01,onion,0.132,3305.0,21080.0,22.7
F0031,F0031-P02,maize,0.524,206.0,25075.0,27.8
F0317,F0317-P02,soybean,1.642,-17108.0,88203.0,91.3
F0062,F0062-P01,sorghum,0.598,3251.0,18915.0,31.1
F0381,F0381-P01,pigeon_pea,0.239,6488.0,7501.0,7.4
F0443,F0443-P02,pigeon_pea,0.239,6488.0,7501.0,7.4
F0201,F0201-P01,onion,0.124,3104.0,19803.0,21.3
F0205,F0205-P02,maize,0.497,195.0,23783.0,26.3
F0156,F0156-P01,maize,0.489,192.0,23400.0,25.9
F0122,F0122-P01,maize,0.277,4782.0,17350.0,15.5
F0162,F0162-P01,rice,1.342,-16292.0,74897.0,107.2
F0236,F0236-P02,soybean,1.545,-16097.0,82993.0,85.9
F0139,F0139-P02,maize,0.272,4696.0,17037.0,15.2
F0334,F0334-P02,maize,0.271,4679.0,16974.0,15.2
F0030,F0030-P02,maize,0.268,4627.0,16786.0,15.0
F0459,F0459-P01,maize,0.457,180.0,21869.0,24.2
F0228,F0228-P01,maize,0.256,4420.0,16035.0,14.3
F0150,F0150-P02,maize,0.439,173.0,21007.0,23.3
F0440,F0440-P01,maize,0.435,171.0,20816.0,23.1
F0285,F0285-P01,maize,0.418,164.0,20003.0,22.2
F0451,F0451-P01,maize,0.418,164.0,20003.0,22.2
F0490,F0490-P01,maize,0.236,4074.0,14782.0,13.2
F0055,F0055-P01,maize,0.412,162.0,19715.0,21.8
F0094,F0094-P01,rice,1.125,-13657.0,62786.0,89.9
F0309,F0309-P03,onion,0.057,6061.0,4017.0,6.2
F0033,F0033-P01,maize,0.226,3902.0,14156.0,12.7
F0130,F0130-P01,maize,0.225,3885.0,14093.0,12.6
F0366,F0366-P02,maize,0.223,3850.0,13968.0,12.5
F0408,F0408-P01,soybean,1.228,-12794.0,65964.0,68.3
F0064,F0064-P01,rice,1.05,-12747.0,58600.0,83.9
F0047,F0047-P02,maize,0.215,3712.0,13467.0,12.0
F0355,F0355-P01,rice,1.041,-12637.0,58098.0,83.2
F0363,F0363-P01,rice,1.026,-12455.0,57261.0,82.0
F0018,F0018-P02,pigeon_pea,0.175,4750.0,5492.0,5.4
F0371,F0371-P01,maize,0.209,3608.0,13091.0,11.7
F0127,F0127-P01,maize,0.365,143.0,17466.0,19.3
F0414,F0414-P01,soybean,1.171,-12201.0,62903.0,65.1
F0086,F0086-P02,maize,0.206,3557.0,12903.0,11.5
F0010,F0010-P01,maize,0.36,141.0,17227.0,19.1
F0259,F0259-P02,onion,0.089,2228.0,14213.0,15.3
F0398,F0398-P02,sorghum,0.422,2294.0,13348.0,21.9
F0245,F0245-P03,rice,1.163,-19985.0,82789.0,84.6
F0203,F0203-P01,soybean,1.142,-11898.0,61345.0,63.5
F0012,F0012-P02,maize,0.2,3453.0,12527.0,11.2
F0399,F0399-P02,maize,0.198,3418.0,12402.0,11.1
F0134,F0134-P01,rice,0.923,-11205.0,51513.0,73.7
F0188,F0188-P01,maize,0.327,129.0,15648.0,17.3
F0484,F0484-P01,soybean,1.054,-10981.0,56618.0,58.6
F0031,F0031-P01,maize,0.326,128.0,15600.0,17.3
F0459,F0459-P02,maize,0.326,128.0,15600.0,17.3
F0262,F0262-P01,rice,0.899,-10914.0,50173.0,71.8
F0408,F0408-P02,soybean,1.023,-10659.0,54952.0,56.9
F0049,F0049-P01,soybean,0.983,-10242.0,52804.0,54.7
F0443,F0443-P01,onion,0.043,4573.0,3031.0,4.7
F0204,F0204-P01,maize,0.299,118.0,14308.0,15.8
F0121,F0121-P01,soybean,0.919,-9575.0,49366.0,51.1
F0420,F0420-P01,soybean,0.908,-9460.0,48775.0,50.5
F0167,F0167-P01,rice,0.778,-9445.0,43420.0,62.2
F0131,F0131-P02,rice,0.772,-9372.0,43085.0,61.7
F0202,F0202-P01,maize,0.157,2711.0,9834.0,8.8
F0388,F0388-P02,maize,0.156,2693.0,9771.0,8.7
F0108,F0108-P01,rice,0.76,-9226.0,42416.0,60.7
F0019,F0019-P01,rice,0.75,-9105.0,41858.0,59.9
F0275,F0275-P02,rice,0.743,-9020.0,41467.0,59.4
F0004,F0004-P01,maize,0.149,2572.0,9333.0,8.3
F0138,F0138-P02,rice,0.725,-8801.0,40462.0,57.9
F0497,F0497-P01,onion,0.037,3934.0,2608.0,4.0
F0083,F0083-P01,rice,0.708,-8595.0,39513.0,56.6
F0116,F0116-P02,rice,0.702,-8522.0,39179.0,56.1
F0294,F0294-P01,rice,0.701,-8510.0,39123.0,56.0
F0025,F0025-P02,maize,0.25,98.0,11963.0,13.2
F0200,F0200-P01,onion,0.035,3722.0,2467.0,3.8
F0211,F0211-P03,rice,0.674,-8182.0,37616.0,53.9
F0316,F0316-P02,rice,0.658,-7988.0,36723.0,52.6
F0435,F0435-P01,rice,0.636,-7721.0,35495.0,50.8
F0258,F0258-P02,maize,0.126,2175.0,7892.0,7.1
F0438,F0438-P01,maize,0.121,2089.0,7579.0,6.8
F0372,F0372-P03,soybean,0.674,-7022.0,36205.0,37.5
F0077,F0077-P01,maize,0.118,2037.0,7391.0,6.6
F0318,F0318-P01,rice,0.575,-6980.0,32091.0,45.9
F0297,F0297-P02,rice,0.568,-6895.0,31700.0,45.4
F0110,F0110-P02,maize,0.201,79.0,9618.0,10.7
F0340,F0340-P01,rice,0.557,-6762.0,31086.0,44.5
F0268,F0268-P01,rice,0.553,-6713.0,30863.0,44.2
F0005,F0005-P01,soybean,0.636,-6626.0,34164.0,35.4
F0365,F0365-P03,onion,0.049,1227.0,7825.0,8.4
F0425,F0425-P02,sorghum,0.221,1201.0,6990.0,11.5
F0233,F0233-P01,rice,0.512,-6216.0,28575.0,40.9
F0387,F0387-P03,rice,0.512,-6216.0,28575.0,40.9
F0499,F0499-P02,onion,0.046,1152.0,7346.0,7.9
F0362,F0362-P01,soybean,0.595,-6199.0,31962.0,33.1
F0355,F0355-P02,rice,0.511,-6203.0,28519.0,40.8
F0091,F0091-P01,soybean,0.59,-6147.0,31693.0,32.8
F0077,F0077-P02,maize,0.104,1796.0,6514.0,5.8
F0266,F0266-P01,rice,0.472,-5730.0,26342.0,37.7
F0415,F0415-P01,maize,0.096,1657.0,6013.0,5.4
F0066,F0066-P01,rice,0.449,-5451.0,25059.0,35.9
F0405,F0405-P01,maize,0.092,1588.0,5762.0,5.2
F0351,F0351-P02,rice,0.448,-5439.0,25003.0,35.8
F0247,F0247-P01,rice,0.44,-5341.0,24556.0,35.2
F0341,F0341-P02,rice,0.434,-5269.0,24222.0,34.7
F0489,F0489-P01,rice,0.434,-5269.0,24222.0,34.7
F0110,F0110-P03,sorghum,0.185,1006.0,5852.0,9.6
F0382,F0382-P01,soybean,0.497,-5178.0,26697.0,27.6
F0035,F0035-P01,rice,0.421,-5111.0,23496.0,33.6
F0003,F0003-P02,rice,0.413,-5014.0,23050.0,33.0
F0488,F0488-P02,rice,0.406,-4929.0,22659.0,32.4
F0194,F0194-P02,sorghum,0.169,919.0,5346.0,8.8
F0305,F0305-P01,rice,0.395,-4795.0,22045.0,31.6
F0403,F0403-P01,soybean,0.458,-4772.0,24602.0,25.5
F0365,F0365-P02,soybean,0.453,-4720.0,24334.0,25.2
F0486,F0486-P01,rice,0.389,-4722.0,21710.0,31.1
F0166,F0166-P01,rice,0.388,-4710.0,21654.0,31.0
F0356,F0356-P02,maize,0.079,1364.0,4948.0,4.4
F0418,F0418-P02,rice,0.385,-4674.0,21487.0,30.8
F0348,F0348-P01,rice,0.382,-4637.0,21319.0,30.5
F0253,F0253-P02,maize,0.137,54.0,6556.0,7.3
F0493,F0493-P01,rice,0.37,-4492.0,20650.0,29.6
F0037,F0037-P01,rice,0.368,-4467.0,20538.0,29.4
F0445,F0445-P02,rice,0.367,-4455.0,20482.0,29.3
F0351,F0351-P01,rice,0.363,-4407.0,20259.0,29.0
F0479,F0479-P01,rice,0.358,-4346.0,19980.0,28.6
F0465,F0465-P01,soybean,0.416,-4334.0,22346.0,23.1
F0281,F0281-P02,rice,0.353,-4285.0,19701.0,28.2
F0227,F0227-P01,rice,0.347,-4212.0,19366.0,27.7
F0321,F0321-P01,soybean,0.401,-4178.0,21541.0,22.3
F0471,F0471-P01,soybean,0.401,-4178.0,21541.0,22.3
F0169,F0169-P01,soybean,0.375,-3907.0,20144.0,20.9
F0299,F0299-P01,soybean,0.374,-3897.0,20090.0,20.8
F0215,F0215-P01,soybean,0.37,-3855.0,19875.0,20.6
F0322,F0322-P02,rice,0.31,-3763.0,17301.0,24.8
F0281,F0281-P01,rice,0.309,-3751.0,17245.0,24.7
F0284,F0284-P01,rice,0.297,-3606.0,16576.0,23.7
F0221,F0221-P01,soybean,0.342,-3563.0,18371.0,19.0
F0316,F0316-P01,rice,0.294,-3569.0,16408.0,23.5
F0252,F0252-P01,soybean,0.34,-3542.0,18264.0,18.9
F0394,F0394-P02,rice,0.29,-3521.0,16185.0,23.2
F0141,F0141-P02,sorghum,0.123,669.0,3891.0,6.4
F0251,F0251-P01,soybean,0.335,-3490.0,17995.0,18.6
F0128,F0128-P03,rice,0.279,-3387.0,15571.0,22.3
F0045,F0045-P01,soybean,0.324,-3376.0,17404.0,18.0
F0279,F0279-P02,rice,0.275,-3338.0,15348.0,22.0
F0136,F0136-P02,maize,0.055,950.0,3445.0,3.1
F0377,F0377-P01,rice,0.267,-3241.0,14901.0,21.3
F0352,F0352-P01,soybean,0.31,-3230.0,16652.0,17.2
F0128,F0128-P01,rice,0.263,-3193.0,14678.0,21.0
F0350,F0350-P02,rice,0.26,-3156.0,14511.0,20.8
F0406,F0406-P02,rice,0.26,-3156.0,14511.0,20.8
F0119,F0119-P01,soybean,0.298,-3105.0,16008.0,16.6
F0035,F0035-P02,rice,0.249,-3023.0,13897.0,19.9
F0211,F0211-P01,rice,0.248,-3011.0,13841.0,19.8
F0483,F0483-P02,soybean,0.288,-3001.0,15470.0,16.0
F0243,F0243-P01,rice,0.246,-2986.0,13729.0,19.7
F0163,F0163-P01,rice,0.24,-2914.0,13394.0,19.2
F0120,F0120-P01,rice,0.239,-2901.0,13339.0,19.1
F0387,F0387-P02,rice,0.239,-2901.0,13339.0,19.1
F0146,F0146-P01,maize,0.047,811.0,2944.0,2.6
F0207,F0207-P01,rice,0.228,-2768.0,12725.0,18.2
F0277,F0277-P01,rice,0.224,-2719.0,12501.0,17.9
F0072,F0072-P01,sorghum,0.093,506.0,2942.0,4.8
F0406,F0406-P01,rice,0.216,-2622.0,12055.0,17.3
F0424,F0424-P02,maize,0.044,760.0,2756.0,2.5
F0404,F0404-P02,rice,0.206,-2501.0,11497.0,16.5
F0220,F0220-P01,maize,0.073,29.0,3493.0,3.9
F0379,F0379-P01,maize,0.069,27.0,3302.0,3.7
F0208,F0208-P01,soybean,0.214,-2230.0,11495.0,11.9
F0319,F0319-P02,rice,0.177,-2149.0,9878.0,14.1
F0090,F0090-P01,rice,0.169,-2052.0,9432.0,13.5
F0242,F0242-P02,rice,0.166,-2015.0,9264.0,13.3
F0048,F0048-P02,rice,0.162,-1967.0,9041.0,12.9
F0212,F0212-P02,maize,0.058,23.0,2775.0,3.1
F0293,F0293-P03,rice,0.159,-1930.0,8874.0,12.7
F0025,F0025-P01,maize,0.056,22.0,2680.0,3.0
F0050,F0050-P02,maize,0.052,20.0,2488.0,2.8
F0445,F0445-P01,rice,0.144,-1748.0,8037.0,11.5
F0015,F0015-P02,soybean,0.162,-1688.0,8702.0,9.0
F0247,F0247-P02,rice,0.124,-1505.0,6920.0,9.9
F0211,F0211-P02,rice,0.119,-1445.0,6641.0,9.5
F0282,F0282-P01,rice,0.117,-1420.0,6530.0,9.3
F0412,F0412-P02,soybean,0.122,-1271.0,6553.0,6.8
F0290,F0290-P02,maize,0.021,363.0,1315.0,1.2
F0074,F0074-P01,rice,0.093,-1129.0,5190.0,7.4
F0056,F0056-P02,rice,0.087,-1056.0,4855.0,7.0
F0394,F0394-P01,rice,0.087,-1056.0,4855.0,7.0
F0481,F0481-P02,rice,0.073,-886.0,4074.0,5.8
F0003,F0003-P01,rice,0.071,-862.0,3963.0,5.7
F0262,F0262-P02,rice,0.066,-801.0,3683.0,5.3
F0102,F0102-P01,rice,0.063,-765.0,3516.0,5.0
F0486,F0486-P02,rice,0.041,-498.0,2288.0,3.3
F0131,F0131-P01,rice,0.04,-486.0,2232.0,3.2
F0248,F0248-P02,rice,0.034,-413.0,1898.0,2.7
F0169,F0169-P02,soybean,0.025,-260.0,1343.0,1.4
